id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
345,10th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,9
346,8th Grade,,Black,2,Yes,No,Not Applicable,English,0,0,1,11
347,10th Grade,Male,White,3.67,No,No,Not Applicable,English,1,2,5,19
348,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,15
349,11th Grade,Other,Black,2.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,8
350,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,7
351,3rd Grade,Male,Hispanic,2,Yes,Yes,Autism,English,0,0,0,8
352,2nd Grade,Male,White,3,Yes,No,Not Applicable,German,0,0,0,1
353,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,25
354,5th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,6
355,9th Grade,Male,Black,2,No,No,Not Applicable,Chinese,0,0,0,4
356,2nd Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,8
357,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,10
358,3rd Grade,Male,White,3.33,No,Yes,Specific Learning Disability,English,0,0,0,1
359,7th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,7
360,6th Grade,Female,White,2,Yes,No,Not Applicable,Spanish,0,0,1,6
361,1st Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,Spanish,0,0,0,5
362,6th Grade,Male,Asian,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,5
363,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,20
364,10th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,4
365,3rd Grade,Female,Pacific Islander,2.33,No,No,Not Applicable,English,0,0,1,26
366,4th Grade,Female,White,2.67,No,Yes,Specific Learning Disability,Spanish,0,0,0,7
367,8th Grade,Female,White,2.67,Yes,No,Not Applicable,Chinese,0,0,0,2
368,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
369,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,10
370,1st Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,28
371,10th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,15
372,4th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,2,2,1,7
373,1st Grade,Male,White,2.33,No,Yes,Specific Learning Disability,Spanish,,,,4
374,7th Grade,Female,White,2,Yes,Yes,Speech/Language Impairments,English,0,0,0,16
375,2nd Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,9
376,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
377,8th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,5
378,3rd Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,19
379,11th Grade,Female,White,3,No,Yes,Other,English,0,0,0,2
380,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
381,2nd Grade,Male,White,2.67,No,Yes,Autism,English,0,0,0,22
382,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,7
383,2nd Grade,Female,White,2.33,Yes,No,Not Applicable,English,1,1,3,8
384,7th Grade,Female,Hispanic,2,Yes,No,Not Applicable,Swahili,3,3,3,8
385,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,,,,6
386,5th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
387,11th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
388,7th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
389,1st Grade,Male,Black,2.33,Yes,No,Not Applicable,Other,,,,9
390,Kindergarten,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,5
391,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
392,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
393,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
394,7th Grade,Female,White,3,No,Yes,Intellectual Disability,English,0,0,0,14
395,12th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,9
396,10th Grade,Male,White,2.67,Yes,Yes,Developmental Delay,English,0,0,0,9
397,10th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,1,4
398,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,18
399,7th Grade,Male,White,2.67,Yes,No,Not Applicable,Russian,0,0,0,9
400,3rd Grade,Male,White,3.33,Yes,No,Not Applicable,German,0,0,0,4
401,6th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,9
402,11th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,15
403,7th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,7
404,5th Grade,Male,White,3.67,No,No,Not Applicable,Other,3,3,3,10
405,3rd Grade,Female,Pacific Islander,2.67,Yes,No,Not Applicable,English,0,0,0,11
406,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,1,5
407,11th Grade,Female,White,3,No,Yes,Developmental Delay,English,0,0,0,23
408,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,11
409,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,13
410,2nd Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,1
411,10th Grade,Female,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,2
412,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,6
413,6th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
414,2nd Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
415,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
416,5th Grade,Female,White,2.33,Yes,Yes,Developmental Delay,English,0,0,0,4
417,1st Grade,Male,Black,2.67,Yes,No,Not Applicable,English,,,,9
418,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
419,1st Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
420,5th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,1,6
421,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,10
422,5th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,11
423,8th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,3
424,4th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,7
425,8th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,9
426,1st Grade,Female,White,1.67,No,No,Not Applicable,English,0,0,0,5
427,8th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,5
428,10th Grade,Male,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,32
429,10th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,14,7,15,2
430,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
431,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
432,7th Grade,Male,Multi-racial,2.67,No,Yes,Autism,English,0,0,1,7
433,10th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,44
434,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
435,1st Grade,Male,White,1.67,Yes,No,Not Applicable,English,0,0,0,11
436,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,10
437,8th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
438,11th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,10
439,4th Grade,Female,Hispanic,4,Yes,No,Not Applicable,Other,0,0,0,3
440,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,7
441,Kindergarten,Male,Asian,3,No,No,Not Applicable,Other,0,0,0,7
442,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,5
443,Kindergarten,Male,Hispanic,2.33,No,Yes,Developmental Delay,Spanish,2,2,6,2
444,6th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,12
445,11th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,7
446,1st Grade,Male,Black,2.33,No,No,Not Applicable,English,0,0,0,10
447,11th Grade,Female,Asian,2.33,No,No,Not Applicable,English,0,0,0,2
448,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,18
449,12th Grade,Male,White,2.33,Yes,No,Not Applicable,English,2,2,2,2
450,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,9
451,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,19
452,2nd Grade,Female,White,3,No,Yes,Speech/Language Impairments,Spanish,0,0,0,5
453,2nd Grade,Female,Black,3,Yes,No,Not Applicable,Spanish,0,0,0,11
454,12th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,16
455,1st Grade,Other,White,3,Yes,No,Not Applicable,English,0,0,0,7
456,8th Grade,Male,Black,2.67,No,Yes,Specific Learning Disability,English,0,0,0,3
457,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,4
458,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,14
459,5th Grade,Female,Hispanic,2.33,No,Yes,Intellectual Disability,English,0,0,0,10
460,9th Grade,Female,White,2.33,Yes,No,Not Applicable,English,2,2,1,1
461,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,11
462,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,1,1,3,2
463,8th Grade,Male,White,4,No,No,Not Applicable,English,0,0,0,11
464,8th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
465,Pre-K,Male,White,3,Yes,No,Not Applicable,English,0,0,0,6
466,9th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,1,6
467,1st Grade,Male,White,3,No,No,Not Applicable,German,0,0,0,3
468,9th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
469,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
470,Pre-K,Female,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,3
471,6th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,1
472,2nd Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,3
473,2nd Grade,Female,White,2.33,No,No,Not Applicable,Chinese,0,0,0,15
474,6th Grade,Male,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,2
475,8th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,1,6
476,6th Grade,Female,White,2.33,No,No,Not Applicable,Spanish,1,1,3,2
477,6th Grade,Female,Hispanic,3.67,No,No,Not Applicable,Spanish,0,0,0,13
478,5th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,6
479,9th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,6
480,11th Grade,Female,Other,3.33,No,Yes,Other,English,2,2,4,11
481,10th Grade,Female,White,2.67,No,No,Not Applicable,English,,,,2
482,2nd Grade,Male,White,2,No,Yes,Specific Learning Disability,English,0,0,0,1
483,3rd Grade,Male,Black,3,Yes,No,Not Applicable,Other,0,0,0,4
484,7th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,13
485,Pre-K,Male,Black,3.67,Yes,No,Not Applicable,Other,0,0,0,6
486,9th Grade,Male,Asian,3,No,No,Not Applicable,Other,0,0,0,7
487,7th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,10
488,11th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
489,2nd Grade,Female,Hispanic,4,Yes,No,Not Applicable,English,0,0,0,4
490,2nd Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,2,8
491,4th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,5
492,11th Grade,Male,Asian,2.67,Yes,No,Not Applicable,Spanish,0,0,0,6
493,Kindergarten,Female,White,2.67,No,No,Not Applicable,English,0,0,0,17
494,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,0,0,1,1
495,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,11
496,1st Grade,Female,White,3,No,Yes,Other,English,0,0,0,2
497,5th Grade,Female,White,3.33,Yes,Yes,Other,English,0,0,0,11
498,7th Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
499,Kindergarten,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
500,2nd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
501,9th Grade,Female,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,2
502,9th Grade,Male,Hispanic,3,No,Yes,Emotional Disturbance,Other,0,0,0,6
503,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,1
504,11th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
505,11th Grade,Female,Multi-racial,3,No,Yes,Specific Learning Disability,English,0,0,0,6
506,12th Grade,,Hispanic,3,Yes,No,Not Applicable,English,,,,4
507,8th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,20
508,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,12
509,Pre-K,Female,,2.67,No,Yes,Developmental Delay,English,0,0,0,3
510,1st Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,8
511,11th Grade,Male,White,2.67,No,No,Not Applicable,Other,1,1,7,1
512,6th Grade,Male,White,3.33,Yes,No,Not Applicable,English,,,,4
513,6th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,2
514,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,6
515,9th Grade,Female,Asian,2.67,Yes,No,Not Applicable,English,2,2,3,12
516,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,9
517,11th Grade,Female,Native,3.67,Yes,Yes,Other,English,0,0,0,5
518,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,2,7
519,3rd Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,7
520,4th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,2,10
521,12th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,10
522,8th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,3
523,12th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,,,,5
524,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,1,6,13,24
525,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,12
526,3rd Grade,Male,White,2.67,No,Yes,Emotional Disturbance,English,0,0,0,2
527,4th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,2
528,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
529,1st Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,21
530,6th Grade,Female,White,2,No,No,Not Applicable,Spanish,1,1,1,16
531,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
532,Kindergarten,Male,Black,3,No,Yes,Specific Learning Disability,English,0,0,0,4
533,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,15
534,12th Grade,Male,White,3,Yes,Yes,Autism,English,1,1,1,12
535,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
536,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,11
537,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,12
538,8th Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,0,4
539,1st Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,8
540,8th Grade,Female,Black,3.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,9
541,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,5
542,9th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,3
543,7th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,9
544,10th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,7
545,6th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,7
546,6th Grade,Female,Hispanic,3,No,No,Not Applicable,English,,,,6
547,12th Grade,Male,White,3.33,Yes,No,Not Applicable,Other,0,0,0,3
548,3rd Grade,Female,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,2
549,3rd Grade,Female,Hispanic,3,No,No,Not Applicable,English,8,5,2,12
550,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
551,Pre-K,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
552,11th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,4
553,4th Grade,Female,Asian,2.67,No,No,Not Applicable,Spanish,0,0,2,5
554,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,9
555,Pre-K,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,13
556,5th Grade,Male,White,2,Yes,No,Not Applicable,Chinese,0,0,0,12
557,Pre-K,Female,White,3,No,No,Not Applicable,Other,0,0,0,6
558,12th Grade,Female,White,4,No,No,Not Applicable,Other,0,0,0,3
559,8th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,1,1,3,19
560,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,22
561,9th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,8
562,6th Grade,Female,Black,3.33,No,No,Not Applicable,Other,0,0,0,8
563,12th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,4
564,5th Grade,Male,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,6
565,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
566,7th Grade,Male,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,23
567,8th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,6
568,3rd Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,13
569,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,3,3,3,5
570,Kindergarten,Female,White,2,No,No,Not Applicable,English,0,0,0,4
571,5th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,13
572,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,8
573,7th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
574,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,2,2,3,20
575,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
576,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,21
577,Pre-K,Female,White,2.67,No,No,Not Applicable,English,1,2,3,3
578,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,12
579,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
580,10th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,5
581,1st Grade,,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,5
582,1st Grade,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,20
583,2nd Grade,Female,White,3.67,No,Yes,Specific Learning Disability,English,0,0,0,3
584,10th Grade,Female,Black,3.33,Yes,No,Not Applicable,Spanish,,,,6
585,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,5
586,12th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
587,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
588,5th Grade,Female,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,11
589,11th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,8
590,Pre-K,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,8
591,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,Arabic,0,0,0,14
592,6th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,3
593,3rd Grade,Female,White,3,Yes,No,Not Applicable,Other,,,,24
594,4th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,7
595,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
596,4th Grade,Male,White,3,No,No,Not Applicable,English,6,4,1,4
597,3rd Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,11
598,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
599,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,7
600,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,27
601,12th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,1
602,6th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,6
603,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
604,4th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,7
605,5th Grade,Male,White,2,No,No,Not Applicable,English,2,2,1,1
606,Kindergarten,Male,Hispanic,3.67,No,Yes,Speech/Language Impairments,English,0,0,0,4
607,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,18
608,1st Grade,Male,Hispanic,2.67,Yes,Yes,Speech/Language Impairments,Other,0,0,0,2
609,9th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,1,12
610,10th Grade,Female,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,2
611,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,5
612,Kindergarten,Male,White,3,Yes,Yes,Other,English,0,0,0,11
613,Kindergarten,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
614,2nd Grade,Female,White,3,No,No,Not Applicable,Other,0,0,1,6
615,11th Grade,Female,White,3,Yes,No,Not Applicable,English,1,1,2,2
616,12th Grade,Female,White,2,Yes,Yes,Specific Learning Disability,English,0,0,0,12
617,6th Grade,Male,White,2.33,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,4
618,8th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,2
619,Pre-K,Female,Black,3,No,No,Not Applicable,Other,0,0,0,21
620,Pre-K,Male,Hispanic,2.33,No,No,Not Applicable,English,1,1,18,4
621,10th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,67
622,7th Grade,Male,Black,2.33,Yes,No,Not Applicable,English,2,2,3,6
623,4th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,4
624,Kindergarten,Female,White,3,No,No,Not Applicable,Other,0,0,0,12
625,Pre-K,Male,Black,3,No,No,Not Applicable,English,0,0,0,1
626,Pre-K,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,11
627,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
628,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,2
629,5th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,6
630,4th Grade,Male,Black,2.33,No,No,Not Applicable,Chinese,0,0,0,14
631,10th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,10
632,Kindergarten,Male,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,4
633,9th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,23
634,10th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,7
635,7th Grade,Male,White,3,Yes,No,Not Applicable,English,,,,8
636,5th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
637,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
638,5th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,5
639,7th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,8
640,4th Grade,Female,Hispanic,3,Yes,Yes,Specific Learning Disability,English,0,0,0,11
641,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
642,2nd Grade,Male,Black,3,No,Yes,Specific Learning Disability,English,0,0,0,8
643,1st Grade,Female,Black,2.67,Yes,No,Not Applicable,Other,1,1,1,4
644,8th Grade,Female,Hispanic,3,No,Yes,Speech/Language Impairments,English,0,0,0,2
645,12th Grade,Male,White,2,Yes,Yes,Specific Learning Disability,English,0,0,0,9
646,7th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,8
647,2nd Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,8
648,3rd Grade,Male,White,3,No,Yes,Developmental Delay,Spanish,2,2,3,11
